73.49296524,199
73.32546124,200
73.15795725,201
72.99045325,202
72.82294925,203
72.65544526,204
72.48794126,205
72.32043727,206
72.15293327,207
71.98542927,208
71.81792528,209
71.65042128,210
71.48291729,211
71.31541329,212
71.14790929,213
70.9804053,214
70.8129013,215
70.64539731,216
70.47789331,217
70.31038931,218
70.14288532,219
69.97538132,220
69.80787733,221
69.64037333,222
69.47286933,223
69.30536534,224
69.13786134,225
68.97035735,226
68.80285335,227
68.63534935,228
68.46784536,229
68.30034136,230
68.13283737,231
67.96533337,232
67.79782937,233
67.63032538,234
67.46282138,235
67.29531739,236
67.12781339,237
66.96030939,238
66.7928054,239
66.6253014,240
66.4577974,241
66.29029341,242
66.12278941,243
65.95528542,244
65.78778142,245
65.62027742,246
65.45277343,247
65.28526943,248
65.11776544,249
64.95026144,250
64.78275744,251
64.61525345,252
64.44774945,253
64.28024546,254
64.11274146,255
63.94523746,256
63.77773347,257
63.61022947,258
63.44272548,259
63.27522148,260
63.10771748,261
62.94021349,262
62.77270949,263
62.6052055,264
62.4377015,265
62.2701975,266
62.10269351,267
61.93518951,268
61.76768552,269
61.60018152,270
61.43267752,271
61.26517353,272
61.09766953,273
60.93016554,274
60.76266154,275
60.59515754,276
60.42765355,277
60.26014955,278
60.09264556,279
59.92514156,280
59.75763756,281
59.59013357,282
59.42262957,283
59.25512558,284
59.08762158,285
58.92011758,286
58.75261359,287
58.58510959,288
58.4176056,289
58.2501016,290
58.0825976,291
57.91509361,292
57.74758961,293
57.58008562,294
57.41258162,295
57.24507762,296
57.07757363,297
56.91006963,298
56.74256563,299
